연도,학교명,전임교원수,SCI/SCOPUS논문수,1인당논문수,권역명,권역순위,전국순위
2016,한림대학교,799,347.3022,0.4347,강원권,1,19
2016,가톨릭관동대학교,432,81.6838,0.1891,강원권,2,50
2016,경동대학교,244,25.5078,0.1045,강원권,3,79
2016,상지대학교,277,19.6811,0.0711,강원권,4,90
2016,한라대학교,137,1.7501,0.0128,강원권,5,120
2016,성균관대학교,1426,1403.4707,0.9842,수도권,1,2
2016,연세대학교,1648,1446.7735,0.8779,수도권,2,3
2016,고려대학교,1446,1124.2932,0.7775,수도권,3,4
2016,한양대학교,1012,754.0292,0.7451,수도권,4,5
2016,경희대학교,1419,939.3001,0.6619,수도권,5,6
2016,가톨릭대학교,1154,740.3193,0.6415,수도권,6,7
2016,광운대학교,331,202.8317,0.6128,수도권,7,9
2016,중앙대학교,1041,632.9272000000001,0.608,수도권,8,10
2016,건국대학교,712,431.2463,0.6057,수도권,9,12
2016,아주대학교,688,399.4462,0.5806,수도권,10,13
2016,한양대학교(ERICA),386,220.3016,0.5707,수도권,11,14
2016,동국대학교,672,315.0242,0.4688,수도권,12,17
2016,인하대학교,839,384.2335,0.458,수도권,13,18
2016,이화여자대학교,1001,423.3826,0.423,수도권,14,20
2016,가천대학교,856,359.8899,0.4204,수도권,15,21
2016,숭실대학교,494,203.3479,0.4116,수도권,16,23
2016,한국항공대학교,152,59.7998,0.3934,수도권,17,24
2016,한국외국어대학교,687,247.6397,0.3605,수도권,18,25
2016,삼육대학교,203,68.3862,0.3369,수도권,19,26
2016,단국대학교,1161,348.5758,0.3002,수도권,20,31
2016,을지대학교,390,104.9819,0.2692,수도권,21,34
2016,경기대학교,500,131.8671,0.2637,수도권,22,35
2016,국민대학교,653,170.1409,0.2606,수도권,23,36
2016,명지대학교,581,150.4434,0.2589,수도권,24,37
2016,차의과학대학교,414,95.4325,0.2305,수도권,25,42
2016,홍익대학교,526,116.7334,0.2219,수도권,26,44
2016,숙명여자대학교,470,94.1615,0.2003,수도권,27,47
2016,서울여자대학교,242,48.0202,0.1984,수도권,28,48
2016,상명대학교,263,51.6189,0.1963,수도권,29,49
2016,덕성여자대학교,191,31.9761,0.1674,수도권,30,55
2016,성신여자대학교,332,46.6973,0.1407,수도권,31,64
2016,한성대학교,260,30.4206,0.117,수도권,32,72
2016,수원대학교,394,42.9712,0.1091,수도권,33,74
2016,성결대학교,208,22.0665,0.1061,수도권,34,77
2016,경동대학교,244,25.5078,0.1045,수도권,35,79
2016,안양대학교,196,18.7119,0.0955,수도권,36,82
2016,동덕여자대학교,238,20.4845,0.0861,수도권,37,84
2016,대진대학교,270,21.8395,0.0809,수도권,38,86
2016,한국성서대학교,45,3.1833,0.0707,수도권,39,91
2016,한신대학교,175,10.7846,0.0616,수도권,40,95
2016,서경대학교,222,13.2441,0.0597,수도권,41,96
2016,신한대학교,204,11.9153,0.0584,수도권,42,97
2016,용인대학교,231,12.1589,0.0526,수도권,43,99
2016,인천가톨릭대학교,45,2.0,0.0444,수도권,44,103
2016,강남대학교,239,8.8611,0.0371,수도권,45,105
2016,서울신학대학교,99,3.1667,0.032,수도권,46,107
2016,성공회대학교,84,2.5596,0.0305,수도권,47,109
2016,한세대학교,131,3.7762,0.0288,수도권,48,110
2016,협성대학교,158,4.3666,0.0276,수도권,49,111
2016,예원예술대학교,74,2.0,0.027,수도권,50,112
2016,총신대학교,129,2.5166,0.0195,수도권,51,117
2016,평택대학교,150,2.7833,0.0186,수도권,52,118
2016,루터대학교,17,0.0,0.0,수도권,53,122
2016,서울기독대학교,32,0.0,0.0,수도권,53,122
2016,추계예술대학교,49,0.0,0.0,수도권,53,122
2016,포항공과대학교,270,372.6558,1.3802,영남권,1,1
2016,영남대학교,943,596.8617,0.6329,영남권,2,8
2016,울산대학교,1102,668.7126,0.6068,영남권,3,11
2016,인제대학교,1000,309.6491,0.3096,영남권,4,30
2016,계명대학교,898,221.2718,0.2464,영남권,5,38
2016,동아대학교,844,198.9924,0.2358,영남권,6,40
2016,대구대학교,650,134.2926,0.2066,영남권,7,46
2016,고신대학교,307,52.2057,0.1701,영남권,8,54
2016,대구가톨릭대학교,654,108.7533,0.1663,영남권,9,56
2016,동명대학교,283,46.9668,0.166,영남권,10,57
2016,부산가톨릭대학교,141,21.3609,0.1515,영남권,11,61
2016,경일대학교,253,37.6217,0.1487,영남권,12,62
2016,신라대학교,347,50.6465,0.146,영남권,13,63
2016,경남대학교,453,61.1959,0.1351,영남권,14,65
2016,대구한의대학교,255,33.3043,0.1306,영남권,15,67
2016,김천대학교,131,14.952,0.1141,영남권,16,73
2016,한동대학교,144,15.3191,0.1064,영남권,17,76
2016,동의대학교,600,63.4133,0.1057,영남권,18,78
2016,동서대학교,363,35.311,0.0973,영남권,19,80
2016,경성대학교,450,38.6241,0.0858,영남권,20,85
2016,위덕대학교,130,10.4344,0.0803,영남권,21,87
2016,영산대학교,247,15.5185,0.0628,영남권,22,94
2016,가야대학교,93,4.85,0.0522,영남권,23,101
2016,신경주대학교,129,6.5524,0.0508,영남권,24,102
2016,동양대학교,154,6.3662,0.0413,영남권,25,104
2016,대구예술대학교,47,1.5,0.0319,영남권,26,108
2016,경운대학교,194,4.9071,0.0253,영남권,27,113
2016,창신대학교,80,1.8635,0.0233,영남권,28,114
2016,부산외국어대학교,292,6.2491,0.0214,영남권,29,116
2016,대신대학교,27,0.0,0.0,영남권,30,122
2016,부산장신대학교,23,0.0,0.0,영남권,30,122
2016,제주국제대학교,94,2.0679,0.022,제주권,1,115
2016,건국대학교(글로컬),484,240.7426,0.4974,충청권,1,15
2016,한서대학교,282,134.5682,0.4772,충청권,2,16
2016,한국기술교육대학교,182,75.794,0.4165,충청권,3,22
2016,고려대학교(세종),280,92.4039,0.33,충청권,4,27
2016,남서울대학교,338,105.5549,0.3123,충청권,5,28
2016,단국대학교,1161,348.5758,0.3002,충청권,6,31
2016,순천향대학교,856,251.9818,0.2944,충청권,7,32
2016,한남대학교,434,122.2317,0.2816,충청권,8,33
2016,을지대학교,390,104.9819,0.2692,충청권,9,34
2016,선문대학교,344,80.6719,0.2345,충청권,10,41
2016,세명대학교,280,63.1952,0.2257,충청권,11,43
2016,홍익대학교,526,116.7334,0.2219,충청권,12,44
2016,청주대학교,418,89.8903,0.215,충청권,13,45
2016,상명대학교,263,51.6189,0.1963,충청권,14,49
2016,중원대학교,168,29.6649,0.1766,충청권,15,51
2016,서원대학교,236,41.0411,0.1739,충청권,16,52
2016,건양대학교,399,63.979299999999995,0.1603,충청권,17,59
2016,목원대학교,301,46.191,0.1535,충청권,18,60
2016,배재대학교,321,41.9839,0.1308,충청권,19,66
2016,호서대학교,478,60.7859,0.1272,충청권,20,68
2016,백석대학교,498,61.5845,0.1237,충청권,21,69
2016,나사렛대학교,169,20.0756,0.1188,충청권,22,70
2016,대전대학교,365,43.0714,0.118,충청권,23,71
2016,우송대학교,294,32.0299,0.1089,충청권,24,75
2016,중부대학교,298,28.5757,0.0959,충청권,25,81
2016,극동대학교,151,14.2463,0.0943,충청권,26,83
2016,유원대학교,137,7.3218,0.0534,충청권,27,98
2016,금강대학교,28,0.0,0.0,충청권,28,122
2016,조선대학교,820,255.894,0.3121,호남권,1,29
2016,남부대학교,124,29.8138,0.2404,호남권,2,39
2016,원광대학교,722,125.2069,0.1734,호남권,3,53
2016,전주대학교,368,59.971,0.163,호남권,4,58
2016,광주여자대학교,138,10.9265,0.0792,호남권,5,88
2016,우석대학교,263,20.4118,0.0776,호남권,6,89
2016,동신대학교,281,19.3842,0.069,호남권,7,92
2016,광주대학교,259,17.2411,0.0666,호남권,8,93
2016,초당대학교,108,5.6705,0.0525,호남권,9,100
2016,세한대학교,147,4.8075,0.0327,호남권,10,106
2016,예원예술대학교,74,2.0,0.027,호남권,11,112
2016,예수대학교,24,0.3334,0.0139,호남권,12,119
2016,한일장신대학교,45,0.2,0.0044,호남권,13,121
2016,목포가톨릭대학교,18,0.0,0.0,호남권,14,122
2017,한림대학교,803,324.2749,0.4038,강원권,1,20
2017,가톨릭관동대학교,508,72.7248,0.1432,강원권,2,57
2017,경동대학교,246,31.8065,0.1293,강원권,3,63
2017,상지대학교,275,12.0688,0.0439,강원권,4,106
2017,한라대학교,135,4.3584,0.0323,강원권,5,111
2017,성균관대학교,1437,1373.7186000000002,0.956,수도권,1,2
2017,연세대학교,1687,1446.3591999999999,0.8574,수도권,2,3
2017,고려대학교,1449,1157.9638,0.7991,수도권,3,4
2017,한양대학교,1005,704.6642999999999,0.7012,수도권,4,5
2017,경희대학교,1452,950.2813,0.6545,수도권,5,7
2017,건국대학교,702,457.0367,0.651,수도권,6,8
2017,중앙대학교,1043,619.0765,0.5936,수도권,7,9
2017,가톨릭대학교,1155,654.3594,0.5665,수도권,8,11
2017,한양대학교(ERICA),389,217.1356,0.5582,수도권,9,12
2017,아주대학교,703,388.6702,0.5529,수도권,10,13
2017,광운대학교,330,174.6639,0.5293,수도권,11,14
2017,인하대학교,835,427.8538,0.5124,수도권,12,15
2017,이화여자대학교,997,453.4445,0.4548,수도권,13,16
2017,동국대학교,716,309.1728,0.4318,수도권,14,17
2017,숭실대학교,503,207.7282,0.413,수도권,15,19
2017,가천대학교,870,350.0252,0.4023,수도권,16,21
2017,한국항공대학교,163,60.0802,0.3686,수도권,17,22
2017,차의과학대학교,428,136.1402,0.3181,수도권,18,24
2017,명지대학교,562,165.2003,0.294,수도권,19,27
2017,단국대학교,1106,309.62579999999997,0.28,수도권,20,30
2017,한국외국어대학교,693,187.4919,0.2706,수도권,21,32
2017,경기대학교,513,135.5845,0.2643,수도권,22,33
2017,홍익대학교,747,190.97050000000002,0.2556,수도권,23,34
2017,을지대학교,393,98.5779,0.2508,수도권,24,36
2017,삼육대학교,220,54.994,0.25,수도권,25,37
2017,숙명여자대학교,464,108.2322,0.2333,수도권,26,41
2017,국민대학교,648,133.5011,0.206,수도권,27,46
2017,덕성여자대학교,195,35.9768,0.1845,수도권,28,50
2017,성신여자대학교,333,50.134699999999995,0.1506,수도권,29,56
2017,서울여자대학교,241,34.1238,0.1416,수도권,30,59
2017,상명대학교,475,65.25829999999999,0.1374,수도권,31,60
2017,한성대학교,257,33.7011,0.1311,수도권,32,62
2017,경동대학교,246,31.8065,0.1293,수도권,33,63
2017,성결대학교,202,21.5036,0.1065,수도권,34,74
2017,수원대학교,400,34.4945,0.0862,수도권,35,81
2017,동덕여자대학교,238,19.8556,0.0834,수도권,36,82
2017,성공회대학교,83,6.719,0.081,수도권,37,83
2017,안양대학교,202,15.704,0.0777,수도권,38,86
2017,한국성서대학교,46,3.1749,0.069,수도권,39,92
2017,한신대학교,170,11.399999999999999,0.0671,수도권,40,93
2017,대진대학교,272,18.104,0.0666,수도권,41,94
2017,서경대학교,223,14.8001,0.0664,수도권,42,96
2017,용인대학교,235,14.884599999999999,0.0633,수도권,43,98
2017,강남대학교,241,14.7659,0.0613,수도권,44,99
2017,신한대학교,201,12.015699999999999,0.0598,수도권,45,101
2017,한세대학교,132,6.0,0.0455,수도권,46,105
2017,협성대학교,163,6.666600000000001,0.0409,수도권,47,107
2017,예원예술대학교,80,2.75,0.0344,수도권,48,110
2017,서울기독대학교,33,1.0,0.0303,수도권,49,113
2017,총신대학교,126,3.4333,0.0272,수도권,50,114
2017,평택대학교,167,1.6291,0.0098,수도권,51,116
2017,인천가톨릭대학교,47,0.4102,0.0087,수도권,52,118
2017,루터대학교,21,0.0,0.0,수도권,53,122
2017,서울신학대학교,104,0.0,0.0,수도권,53,122
2017,추계예술대학교,49,0.0,0.0,수도권,53,122
2017,포항공과대학교,281,325.9733,1.16,영남권,1,1
2017,영남대학교,925,637.3619,0.689,영남권,2,6
2017,울산대학교,1111,657.2491,0.5916,영남권,3,10
2017,동아대학교,832,199.9913,0.2404,영남권,4,39
2017,인제대학교,994,235.11659999999998,0.2365,영남권,5,40
2017,대구가톨릭대학교,644,149.6194,0.2323,영남권,6,42
2017,계명대학교,897,207.9418,0.2318,영남권,7,43
2017,대구대학교,641,139.45860000000002,0.2176,영남권,8,44
2017,부산가톨릭대학교,148,31.1409,0.2104,영남권,9,45
2017,경일대학교,254,40.795100000000005,0.1606,영남권,10,52
2017,고신대학교,314,49.198299999999996,0.1567,영남권,11,53
2017,경남대학교,456,62.1075,0.1362,영남권,12,61
2017,대구한의대학교,262,31.354100000000003,0.1197,영남권,13,69
2017,동명대학교,281,32.0051,0.1139,영남권,14,70
2017,김천대학교,156,17.2021,0.1103,영남권,15,72
2017,신라대학교,349,35.8491,0.1027,영남권,16,75
2017,한동대학교,149,15.0632,0.1011,영남권,17,76
2017,위덕대학교,131,10.3352,0.0789,영남권,18,84
2017,경성대학교,451,34.6904,0.0769,영남권,19,87
2017,동서대학교,357,26.5541,0.0744,영남권,20,89
2017,동의대학교,583,41.9412,0.0719,영남권,21,91
2017,영산대학교,250,16.0151,0.0641,영남권,22,97
2017,동양대학교,159,8.4873,0.0534,영남권,23,102
2017,가야대학교,95,5.0,0.0526,영남권,24,103
2017,창신대학교,82,2.8952999999999998,0.0353,영남권,25,109
2017,경운대학교,210,6.5651,0.0313,영남권,26,112
2017,부산외국어대학교,290,4.3667,0.0151,영남권,27,115
2017,신경주대학교,101,0.1667,0.0017,영남권,28,121
2017,대구예술대학교,45,0.0,0.0,영남권,29,122
2017,대신대학교,24,0.0,0.0,영남권,29,122
2017,부산장신대학교,24,0.0,0.0,영남권,29,122
2017,제주국제대학교,86,0.4666,0.0054,제주권,1,120
2017,건국대학교(글로컬),483,205.33350000000002,0.4251,충청권,1,18
2017,한국기술교육대학교,183,58.2918,0.3185,충청권,2,23
2017,고려대학교(세종),271,83.2881,0.3073,충청권,3,26
2017,한서대학교,266,76.48949999999999,0.2876,충청권,4,28
2017,선문대학교,340,95.3118,0.2803,충청권,5,29
2017,단국대학교,1106,309.62579999999997,0.28,충청권,6,30
2017,남서울대학교,349,96.1628,0.2755,충청권,7,31
2017,홍익대학교,747,190.97050000000002,0.2556,충청권,8,34
2017,순천향대학교,900,228.5747,0.254,충청권,9,35
2017,을지대학교,393,98.5779,0.2508,충청권,10,36
2017,중원대학교,158,39.1305,0.2477,충청권,11,38
2017,한남대학교,429,86.787,0.2023,충청권,12,47
2017,청주대학교,405,78.9232,0.1949,충청권,13,48
2017,세명대학교,286,54.5225,0.1906,충청권,14,49
2017,호서대학교,477,77.3614,0.1622,충청권,15,51
2017,건양대학교,396,56.723400000000005,0.1432,충청권,16,57
2017,상명대학교,475,65.25829999999999,0.1374,충청권,17,60
2017,서원대학교,251,32.2172,0.1284,충청권,18,64
2017,우송대학교,332,42.428799999999995,0.1278,충청권,19,65
2017,극동대학교,147,17.8985,0.1218,충청권,20,67
2017,중부대학교,292,35.2568,0.1207,충청권,21,68
2017,목원대학교,299,33.711800000000004,0.1127,충청권,22,71
2017,배재대학교,324,34.6495,0.1069,충청권,23,73
2017,대전대학교,361,33.9757,0.0941,충청권,24,78
2017,유원대학교,139,12.128,0.0873,충청권,25,79
2017,백석대학교,499,36.8491,0.0738,충청권,26,90
2017,나사렛대학교,193,8.8982,0.0461,충청권,27,104
2017,금강대학교,30,0.25,0.0083,충청권,28,119
2017,조선대학교,818,252.3125,0.3085,호남권,1,25
2017,전주대학교,380,59.0145,0.1553,호남권,2,54
2017,원광대학교,753,114.1152,0.1515,호남권,3,55
2017,세한대학교,146,18.0921,0.1239,호남권,4,66
2017,예수대학교,23,2.2667,0.0986,호남권,5,77
2017,동신대학교,281,24.5223,0.0873,호남권,6,79
2017,남부대학교,123,9.657,0.0785,호남권,7,85
2017,우석대학교,266,20.287,0.0763,호남권,8,88
2017,광주여자대학교,132,8.7906,0.0666,호남권,9,94
2017,광주대학교,252,15.282,0.0606,호남권,10,100
2017,초당대학교,108,3.8429,0.0356,호남권,11,108
2017,예원예술대학교,80,2.75,0.0344,호남권,12,110
2017,한일장신대학교,45,0.4,0.0089,호남권,13,117
2017,목포가톨릭대학교,21,0.0,0.0,호남권,14,122
2018,한림대학교,781,353.8723,0.4531,강원권,1,17
2018,가톨릭관동대학교,454,86.0451,0.1895,강원권,2,47
2018,경동대학교,261,24.9812,0.0957,강원권,3,76
2018,상지대학교,264,21.1762,0.0802,강원권,4,88
2018,한라대학교,125,0.5611,0.0045,강원권,5,119
2018,성균관대학교,1459,1334.8304,0.9149,수도권,1,2
2018,연세대학교,1696,1434.5569,0.8458,수도권,2,3
2018,고려대학교,1432,1077.0114,0.7521,수도권,3,4
2018,한양대학교,1042,764.1595,0.7334,수도권,4,5
2018,중앙대학교,1104,710.9337999999999,0.644,수도권,5,7
2018,경희대학교,1442,914.3712,0.6341,수도권,6,8
2018,한양대학교(ERICA),386,238.6135,0.6182,수도권,7,9
2018,아주대학교,714,430.99,0.6036,수도권,8,10
2018,건국대학교,716,429.4903,0.5998,수도권,9,11
2018,가톨릭대학교,1167,686.3972,0.5882,수도권,10,13
2018,광운대학교,325,181.161,0.5574,수도권,11,14
2018,인하대학교,835,459.0454,0.5498,수도권,12,15
2018,이화여자대학교,999,456.67,0.4571,수도권,13,16
2018,동국대학교,714,315.4007,0.4417,수도권,14,18
2018,가천대학교,901,395.4303,0.4389,수도권,15,19
2018,을지대학교,405,144.3286,0.3564,수도권,16,21
2018,숭실대학교,521,178.0537,0.3418,수도권,17,23
2018,단국대학교,1089,363.7736,0.334,수도권,18,24
2018,한국항공대학교,172,56.8661,0.3306,수도권,19,25
2018,삼육대학교,209,63.8592,0.3055,수도권,20,28
2018,차의과학대학교,437,129.8395,0.2971,수도권,21,29
2018,경기대학교,557,159.7992,0.2869,수도권,22,31
2018,홍익대학교,752,206.6839,0.2748,수도권,23,32
2018,국민대학교,627,159.8502,0.2549,수도권,24,36
2018,명지대학교,549,133.6397,0.2434,수도권,25,39
2018,한국외국어대학교,697,163.6093,0.2347,수도권,26,40
2018,숙명여자대학교,460,101.6412,0.221,수도권,27,43
2018,덕성여자대학교,196,35.507,0.1812,수도권,28,49
2018,상명대학교,477,82.3944,0.1727,수도권,29,54
2018,서울여자대학교,233,33.7098,0.1447,수도권,30,63
2018,성신여자대학교,326,42.5598,0.1306,수도권,31,65
2018,한성대학교,256,28.4873,0.1113,수도권,32,67
2018,서경대학교,241,26.3913,0.1095,수도권,33,68
2018,수원대학교,383,40.6174,0.1061,수도권,34,71
2018,안양대학교,191,18.7881,0.0984,수도권,35,73
2018,경동대학교,261,24.9812,0.0957,수도권,36,76
2018,동덕여자대학교,240,19.5625,0.0815,수도권,37,86
2018,강남대학교,235,18.8273,0.0801,수도권,38,89
2018,대진대학교,273,21.7727,0.0798,수도권,39,90
2018,한신대학교,175,13.0665,0.0747,수도권,40,94
2018,성결대학교,182,12.9931,0.0714,수도권,41,95
2018,한국성서대학교,44,2.4596,0.0559,수도권,42,100
2018,신한대학교,205,11.0948,0.0541,수도권,43,101
2018,평택대학교,158,7.704,0.0488,수도권,44,103
2018,협성대학교,158,7.1026,0.045,수도권,45,105
2018,총신대학교,122,5.0667,0.0415,수도권,46,106
2018,용인대학교,225,8.4712,0.0376,수도권,47,107
2018,성공회대학교,90,2.25,0.025,수도권,48,110
2018,인천가톨릭대학교,47,1.1667,0.0248,수도권,49,112
2018,한세대학교,133,3.2,0.0241,수도권,50,113
2018,예원예술대학교,76,1.45,0.0191,수도권,51,116
2018,서울신학대학교,103,1.45,0.0141,수도권,52,118
2018,루터대학교,17,0.0,0.0,수도권,53,123
2018,서울기독대학교,33,0.0,0.0,수도권,53,123
2018,추계예술대학교,50,0.0,0.0,수도권,53,123
2018,포항공과대학교,283,332.8463,1.1761,영남권,1,1
2018,영남대학교,892,595.3573,0.6674,영남권,2,6
2018,울산대학교,1131,672.2122,0.5944,영남권,3,12
2018,인제대학교,999,348.40459999999996,0.3488,영남권,4,22
2018,부산가톨릭대학교,149,40.0005,0.2685,영남권,5,33
2018,계명대학교,917,235.1269,0.2564,영남권,6,35
2018,동아대학교,809,176.4064,0.2181,영남권,7,44
2018,대구대학교,625,125.5711,0.2009,영남권,8,46
2018,고신대학교,316,56.3892,0.1784,영남권,9,52
2018,대구가톨릭대학교,651,108.3991,0.1665,영남권,10,55
2018,신라대학교,334,52.2949,0.1566,영남권,11,57
2018,한동대학교,151,22.7754,0.1508,영남권,12,59
2018,동명대학교,280,41.3233,0.1476,영남권,13,60
2018,경일대학교,251,36.3956,0.145,영남권,14,62
2018,영산대학교,247,32.918,0.1333,영남권,15,64
2018,대구한의대학교,258,29.6155,0.1148,영남권,16,66
2018,경남대학교,454,43.3816,0.0956,영남권,17,77
2018,동의대학교,577,54.6316,0.0947,영남권,18,79
2018,동서대학교,363,34.2432,0.0943,영남권,19,80
2018,창신대학교,82,7.3468,0.0896,영남권,20,82
2018,경성대학교,429,34.6373,0.0807,영남권,21,87
2018,위덕대학교,127,9.9209,0.0781,영남권,22,92
2018,김천대학교,156,8.7655,0.0562,영남권,23,99
2018,가야대학교,95,4.3275,0.0456,영남권,24,104
2018,신경주대학교,84,2.1,0.025,영남권,25,110
2018,경운대학교,203,3.9486,0.0195,영남권,26,115
2018,동양대학교,158,2.9286,0.0185,영남권,27,117
2018,부산외국어대학교,277,0.7611,0.0027,영남권,28,121
2018,대구예술대학교,43,0.0,0.0,영남권,29,123
2018,대신대학교,27,0.0,0.0,영남권,29,123
2018,부산장신대학교,24,0.0,0.0,영남권,29,123
2018,제주국제대학교,77,0.0833,0.0011,제주권,1,122
2018,건국대학교(글로컬),469,169.1794,0.3607,충청권,1,20
2018,을지대학교,405,144.3286,0.3564,충청권,2,21
2018,단국대학교,1089,363.7736,0.334,충청권,3,24
2018,고려대학교(세종),262,86.4435,0.3299,충청권,4,26
2018,순천향대학교,922,268.7594,0.2915,충청권,5,30
2018,홍익대학교,752,206.6839,0.2748,충청권,6,32
2018,중원대학교,157,41.236,0.2626,충청권,7,34
2018,한국기술교육대학교,179,45.4582,0.254,충청권,8,37
2018,남서울대학교,357,89.305,0.2502,충청권,9,38
2018,한남대학교,423,97.052,0.2294,충청권,10,41
2018,한서대학교,273,61.5418,0.2254,충청권,11,42
2018,선문대학교,330,68.4866,0.2075,충청권,12,45
2018,청주대학교,396,72.7446,0.1837,충청권,13,48
2018,세명대학교,286,51.6297,0.1805,충청권,14,50
2018,건양대학교,405,72.39089999999999,0.1787,충청권,15,51
2018,상명대학교,477,82.3944,0.1727,충청권,16,54
2018,우송대학교,372,54.7621,0.1472,충청권,17,61
2018,극동대학교,148,16.2128,0.1095,충청권,18,68
2018,호서대학교,458,49.6834,0.1085,충청권,19,70
2018,서원대학교,242,25.5914,0.1057,충청권,20,72
2018,배재대학교,315,30.2224,0.0959,충청권,21,75
2018,중부대학교,291,26.5143,0.0911,충청권,22,81
2018,목원대학교,291,24.4665,0.0841,충청권,23,83
2018,대전대학교,357,29.6787,0.0831,충청권,24,84
2018,유원대학교,160,12.6326,0.079,충청권,25,91
2018,백석대학교,494,25.7215,0.0521,충청권,26,102
2018,금강대학교,28,1.0,0.0357,충청권,27,108
2018,나사렛대학교,186,5.4358,0.0292,충청권,28,109
2018,조선대학교,846,262.4372,0.3102,호남권,1,27
2018,원광대학교,756,131.522,0.174,호남권,2,53
2018,전주대학교,409,66.3009,0.1621,호남권,3,56
2018,남부대학교,126,19.2346,0.1527,호남권,4,58
2018,광주대학교,258,25.2302,0.0978,호남권,5,74
2018,목포가톨릭대학교,21,2.0,0.0952,호남권,6,78
2018,세한대학교,150,12.3179,0.0821,호남권,7,85
2018,우석대학교,285,22.0116,0.0772,호남권,8,93
2018,초당대학교,124,8.1762,0.0659,호남권,9,96
2018,동신대학교,279,16.6741,0.0598,호남권,10,97
2018,광주여자대학교,136,8.0691,0.0593,호남권,11,98
2018,한일장신대학교,45,0.925,0.0206,호남권,12,114
2018,예원예술대학교,76,1.45,0.0191,호남권,13,116
2018,예수대학교,22,0.0833,0.0038,호남권,14,120
2019,한림대학교,783,337.2021,0.4307,강원권,1,19
2019,연세대학교(미래),397,163.985,0.4131,강원권,2,20
2019,가톨릭관동대학교,438,80.5137,0.1838,강원권,3,54
2019,경동대학교,256,27.7028,0.1082,강원권,4,76
2019,상지대학교,250,19.9292,0.0797,강원권,5,91
2019,한라대학교,121,8.1006,0.0669,강원권,6,94
2019,성균관대학교,1448,1321.9799,0.913,수도권,1,2
2019,연세대학교,1684,1390.6067,0.8258,수도권,2,3
2019,고려대학교,1442,1133.2114,0.7859,수도권,3,4
2019,한양대학교,1044,755.6454,0.7238,수도권,4,5
2019,경희대학교,1434,913.5122,0.637,수도권,5,7
2019,건국대학교,698,432.4941,0.6196,수도권,6,9
2019,가톨릭대학교,1163,694.4881,0.5972,수도권,7,10
2019,중앙대학교,1094,639.9467,0.585,수도권,8,11
2019,광운대학교,320,185.4706,0.5796,수도권,9,12
2019,인하대학교,824,463.6037,0.5626,수도권,10,13
2019,한양대학교(ERICA),378,210.6221,0.5572,수도권,11,14
2019,아주대학교,725,392.6707,0.5416,수도권,12,15
2019,가천대학교,897,429.9475,0.4793,수도권,13,16
2019,동국대학교,688,316.2358,0.4596,수도권,14,17
2019,이화여자대학교,962,429.8385,0.4468,수도권,15,18
2019,한국항공대학교,165,59.4425,0.3603,수도권,16,21
2019,숭실대학교,513,184.7917,0.3602,수도권,17,22
2019,을지대학교,408,144.823,0.355,수도권,18,23
2019,단국대학교,1012,333.50239999999997,0.3295,수도권,19,26
2019,경기대학교,513,164.3694,0.3204,수도권,20,27
2019,차의과학대학교,438,124.5888,0.2844,수도권,21,31
2019,숙명여자대학교,453,113.4036,0.2503,수도권,22,35
2019,국민대학교,624,152.5429,0.2445,수도권,23,40
2019,한국외국어대학교,694,161.571,0.2328,수도권,24,41
2019,홍익대학교,766,174.5394,0.2279,수도권,25,44
2019,상명대학교,472,98.67229999999999,0.2091,수도권,26,47
2019,명지대학교,541,108.0207,0.1997,수도권,27,51
2019,한성대학교,257,47.52,0.1849,수도권,28,53
2019,삼육대학교,204,36.9409,0.1811,수도권,29,55
2019,서울여자대학교,219,32.9962,0.1507,수도권,30,62
2019,덕성여자대학교,187,27.2658,0.1458,수도권,31,64
2019,수원대학교,355,44.8016,0.1262,수도권,32,68
2019,서경대학교,235,26.9475,0.1147,수도권,33,72
2019,동덕여자대학교,231,26.2845,0.1138,수도권,34,73
2019,경동대학교,256,27.7028,0.1082,수도권,35,76
2019,성결대학교,176,19.0013,0.108,수도권,36,77
2019,성신여자대학교,316,30.8448,0.0976,수도권,37,83
2019,안양대학교,192,16.912,0.0881,수도권,38,87
2019,신한대학교,227,15.1899,0.0669,수도권,39,94
2019,평택대학교,150,9.6913,0.0646,수도권,40,96
2019,한신대학교,171,10.4375,0.061,수도권,41,98
2019,한국성서대학교,43,2.5667,0.0597,수도권,42,100
2019,강남대학교,238,13.6102,0.0572,수도권,43,103
2019,한세대학교,131,6.6333,0.0506,수도권,44,105
2019,용인대학교,219,11.0392,0.0504,수도권,45,106
2019,대진대학교,263,12.4424,0.0473,수도권,46,109
2019,성공회대학교,83,3.3667,0.0406,수도권,47,110
2019,협성대학교,153,3.5413,0.0231,수도권,48,117
2019,서울기독대학교,33,0.4,0.0121,수도권,49,119
2019,인천가톨릭대학교,46,0.454,0.0099,수도권,50,120
2019,총신대학교,110,0.75,0.0068,수도권,51,121
2019,서울신학대학교,97,0.2,0.0021,수도권,52,122
2019,루터대학교,15,0.0,0.0,수도권,53,123
2019,예원예술대학교,75,0.0,0.0,수도권,53,123
2019,추계예술대학교,48,0.0,0.0,수도권,53,123
2019,포항공과대학교,282,353.8858,1.2549,영남권,1,1
2019,영남대학교,914,585.2059,0.6403,영남권,2,6
2019,울산대학교,1131,711.7814,0.6293,영남권,3,8
2019,인제대학교,1001,330.0751,0.3297,영남권,4,25
